alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_type,damage,device_condition,first_crash_type,hit_and_run_i,injuries_fatal,injuries_incapacitating,injuries_no_indication,injuries_non_incapacitating,injuries_reported_not_evident,injuries_total,injuries_unknown,latitude,lighting_condition,longitude,most_severe_injury,num_units,posted_speed_limit,prim_contributory_cause,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_no,traffic_control_device,trafficway_type,weather_condition,crash_date_est_i,intersection_related_i,work_zone_i,dooring_i,private_property_i,veh_count,ppl_count,veh_first_contact_point_list_json,veh_make_list_json,veh_maneuver_list_json,veh_model_list_json,veh_towed_i_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_ejection_list_json,ppl_injury_classification_list_json,year,month,day,hour,is_weekend,hour_bin,lat_bin,lng_bin,grid_id,veh_truck_i,veh_mc_i,ppl_age_mean,ppl_age_min,ppl_age_max,cause_group
STRAIGHT AND LEVEL,1232,2025-09-23 12:09:00,3,12,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8717018265,daylight,-87.6531191238,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,S,805,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""REAR"", ""UNKNOWN""]","[""MAZDA"", ""TESLA""]","[""LEAVING TRAFFIC LANE TO PARK"", ""PARKED""]","[""MAZDA6"", ""MODEL 3""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,12,0,morning,41.87,-87.65,41.87_-87.65,0,0,,,,Other
STRAIGHT AND LEVEL,324,2025-09-22 21:40:00,2,21,9,no injury / drive away,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7606624738,"darkness, lighted road",-87.5901148156,NO INDICATION OF INJURY,2,20,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NO DEFECTS,dry,FOLLOWING TOO CLOSELY,E,1416,no controls,FOUR WAY,clear,,,,,,4,1,"[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT""]","[""HONDA"", ""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""MOTORIZED"", ""PILOT""]",[],"[""47""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,21,0,evening,41.76,-87.59,41.76_-87.59,0,1,47.0,47.0,47.0,Other
STRAIGHT AND LEVEL,424,2025-09-21 19:30:00,1,19,9,no injury / drive away,"OVER $1,500",,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7373280444,"darkness, lighted road",-87.5401550669,NO INDICATION OF INJURY,2,55,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,S,8701,,DIVIDED - W/MEDIAN BARRIER,clear,,,,,,4,1,"[""SIDE-LEFT"", ""UNKNOWN""]","[""HYUNDAI"", ""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""ELANTRA"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""66""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,19,1,evening,41.74,-87.54,41.74_-87.54,0,0,66.0,66.0,66.0,Other
STRAIGHT AND LEVEL,1512,2025-09-22 03:10:00,2,3,9,no injury / drive away,"$501 - $1,500",,ANGLE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8872008357,"darkness, lighted road",-87.7678084909,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,,NOT APPLICABLE,N,400,stop sign/flasher,FOUR WAY,,,1.0,,,,4,1,"[""FRONT"", ""REAR-LEFT-CORNER""]","[""CHEVROLET"", ""FORD""]","[""PASSING/OVERTAKING"", ""STRAIGHT AHEAD""]","[""IMPALA"", ""MUSTANG""]",[],"[""24""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,3,0,night,41.89,-87.77,41.89_-87.77,0,0,24.0,24.0,24.0,Other
STRAIGHT AND LEVEL,2521,2025-09-20 14:14:00,7,14,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.9286286732,daylight,-87.752281355,NO INDICATION OF INJURY,2,25,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,,,UNABLE TO DETERMINE,W,5021,no controls,ONE-WAY,,,,,,,4,0,"[""SIDE-LEFT-FRONT"", ""SIDE-RIGHT-REAR""]","[""NISSAN"", ""TOYOTA""]","[""ENTERING TRAFFIC LANE FROM PARKING"", ""PARKED""]","[""RAV4"", ""SENTRA""]",[],[],"[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,14,1,afternoon,41.93,-87.75,41.93_-87.75,0,0,,,,Other
STRAIGHT AND LEVEL,215,2025-09-20 02:41:00,7,2,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8112317508,"darkness, lighted road",-87.6214363327,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,E,132,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""FRONT-RIGHT-CORNER"", ""UNKNOWN""]","[""NISSAN"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""MOTORIZED"", ""ROGUE""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,2,1,night,41.81,-87.62,41.81_-87.62,0,1,,,,Other
STRAIGHT AND LEVEL,1023,2025-09-21 14:00:00,1,14,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8610262045,daylight,-87.6934011754,NO INDICATION OF INJURY,2,30,NOT APPLICABLE,NO DEFECTS,dry,NOT APPLICABLE,S,1500,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""REAR-LEFT-CORNER"", ""UNKNOWN""]","[""CHEVROLET"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""SILVERADO""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,14,1,afternoon,41.86,-87.69,41.86_-87.69,0,0,,,,Other
STRAIGHT AND LEVEL,524,2025-09-19 15:58:00,6,15,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.6758965588,daylight,-87.6419907812,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,S,12000,no controls,NOT DIVIDED,clear,,,,,,2,0,"[""OTHER"", ""UNKNOWN""]","[""UNKNOWN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,15,0,afternoon,41.68,-87.64,41.68_-87.64,0,0,,,,Other
STRAIGHT AND LEVEL,1533,2025-09-23 15:20:00,3,15,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8711963272,daylight,-87.7450724656,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,dry,UNABLE TO DETERMINE,S,732,traffic signal,DIVIDED - W/MEDIAN (NOT RAISED),clear,,1.0,,,,4,1,"[""FRONT"", ""REAR""]","[""HYUNDAI"", ""TOYOTA""]","[""STRAIGHT AHEAD""]","[""PRIUS"", ""SONATA""]",[],"[""25""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,15,0,afternoon,41.87,-87.75,41.87_-87.75,0,0,25.0,25.0,25.0,Other
STRAIGHT AND LEVEL,1111,2025-09-22 12:00:00,2,12,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8991178,daylight,-87.7269034267,NO INDICATION OF INJURY,2,35,UNABLE TO DETERMINE,,,UNABLE TO DETERMINE,W,4014,no controls,NOT DIVIDED,clear,,,,,,3,0,"[""SIDE-LEFT-FRONT"", ""SIDE-RIGHT-FRONT""]","[""JAGUAR"", ""UNKNOWN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,12,0,morning,41.9,-87.73,41.9_-87.73,0,0,,,,Other
STRAIGHT AND LEVEL,1621,2025-09-20 09:00:00,7,9,9,no injury / drive away,$500 OR LESS,NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9787102644,daylight,-87.757153772,NO INDICATION OF INJURY,2,10,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NO DEFECTS,wet,NOT APPLICABLE,N,5353,no controls,PARKING LOT,clear,,,,,,4,0,"[""REAR-RIGHT-CORNER"", ""UNKNOWN""]","[""FORD"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""ESCAPE"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,9,1,morning,41.98,-87.76,41.98_-87.76,0,0,,,,Other
STRAIGHT AND LEVEL,2223,2025-09-23 22:15:00,3,22,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.7344629704,"darkness, lighted road",-87.6409928016,NO INDICATION OF INJURY,2,20,UNABLE TO DETERMINE,,dry,UNABLE TO DETERMINE,S,8749,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""FRONT-LEFT-CORNER"", ""UNKNOWN""]","[""JEEP"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""COMPASS"", ""MOTORIZED""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,22,0,evening,41.73,-87.64,41.73_-87.64,0,1,,,,Other
STRAIGHT AND LEVEL,424,2025-09-20 22:01:00,7,22,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.7373739463,"darkness, lighted road",-87.5430052179,NO INDICATION OF INJURY,2,30,FOLLOWING TOO CLOSELY,NO DEFECTS,wet,UNABLE TO DETERMINE,E,3333,traffic signal,DIVIDED - W/MEDIAN (NOT RAISED),rain,,1.0,,,,4,2,"[""FRONT"", ""REAR""]","[""CHEVROLET"", ""CHRYSLER""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""200"", ""EQUINOX""]","[""Y""]","[""30"", ""54""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,22,1,evening,41.74,-87.54,41.74_-87.54,0,0,42.0,30.0,54.0,Following Too Closely
STRAIGHT AND LEVEL,1234,2025-09-20 16:00:00,7,16,9,injury and / or tow due to crash,$500 OR LESS,NO CONTROLS,PEDALCYCLIST,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,41.853080276,daylight,-87.6845234805,INCAPACITATING INJURY,2,30,FAILING TO REDUCE SPEED TO AVOID CRASH,NO DEFECTS,dry,UNABLE TO DETERMINE,W,2330,no controls,NOT DIVIDED,clear,,,,,,2,1,"[""FRONT-RIGHT-CORNER""]","[""DODGE""]","[""STRAIGHT AHEAD""]","[""RAM 1500 PU""]","[""Y""]","[""22""]","[""DID NOT DEPLOY""]","[""NONE"", ""TOTALLY EJECTED""]","[""INCAPACITATING INJURY"", ""NO INDICATION OF INJURY""]",2025,9,20,16,1,afternoon,41.85,-87.68,41.85_-87.68,0,0,22.0,22.0,22.0,Speeding
STRAIGHT AND LEVEL,114,2025-09-19 14:49:00,6,14,9,no injury / drive away,"OVER $1,500",,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8770366926,daylight,-87.6175463867,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,,UNABLE TO DETERMINE,S,400,,DIVIDED - W/MEDIAN BARRIER,clear,,,,,,4,1,"[""FRONT-LEFT-CORNER"", ""REAR-RIGHT-CORNER""]","[""DODGE"", ""LEXUS""]","[""STRAIGHT AHEAD""]","[""JOURNEY"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""50""]","[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,19,14,0,afternoon,41.88,-87.62,41.88_-87.62,0,0,50.0,50.0,50.0,Other
STRAIGHT AND LEVEL,832,2025-09-23 15:00:00,3,15,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7697788576,daylight,-87.6832355827,NO INDICATION OF INJURY,2,30,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NO DEFECTS,dry,UNABLE TO DETERMINE,S,6811,traffic signal,T-INTERSECTION,clear,,,,,,3,0,"[""SIDE-LEFT"", ""SIDE-RIGHT""]","[""CHEVROLET"", ""NISSAN""]","[""CHANGING LANES"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,15,0,afternoon,41.77,-87.68,41.77_-87.68,0,0,,,,Other
STRAIGHT AND LEVEL,1213,2025-09-20 00:15:00,7,0,9,no injury / drive away,"$501 - $1,500",,TURNING,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.899714227,dusk,-87.671209124,NO INDICATION OF INJURY,2,30,NOT APPLICABLE,,dry,UNABLE TO DETERMINE,N,1000,,FOUR WAY,clear,,1.0,,,,4,1,"[""SIDE-LEFT-REAR"", ""UNKNOWN""]","[""ALFA ROMEO"", ""LEXUS""]","[""STRAIGHT AHEAD"", ""TURNING RIGHT""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""RX350""]",[],"[""31""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,0,1,night,41.9,-87.67,41.9_-87.67,0,0,31.0,31.0,31.0,Other
STRAIGHT AND LEVEL,2011,2025-09-22 03:53:00,2,3,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,FIXED OBJECT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9882900322,"darkness, lighted road",-87.7036194971,NO INDICATION OF INJURY,1,35,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,N,5875,no controls,DIVIDED - W/MEDIAN BARRIER,clear,1.0,,,,,2,0,"[""FRONT""]","[""FORD""]","[""STRAIGHT AHEAD""]","[""FUSION""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,22,3,0,night,41.99,-87.7,41.99_-87.7,0,0,,,,Other
STRAIGHT AND LEVEL,913,2025-09-20 10:33:00,7,10,9,no injury / drive away,$500 OR LESS,NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8413773872,daylight,-87.6587848021,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,S,2928,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""OTHER""]","[""FORD"", ""UNKNOWN""]","[""OTHER"", ""PARKED""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""TRANSIT""]",[],"[""33""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,10,1,morning,41.84,-87.66,41.84_-87.66,0,0,33.0,33.0,33.0,Other
STRAIGHT AND LEVEL,1624,2025-09-22 17:00:00,2,17,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9587037902,"darkness, lighted road",-87.7541811577,NO INDICATION OF INJURY,2,30,IMPROPER LANE USAGE,NO DEFECTS,wet,UNABLE TO DETERMINE,W,5033,stop sign/flasher,ONE-WAY,rain,,,,,,4,0,"[""FRONT"", ""REAR-LEFT-CORNER""]","[""HYUNDAI"", ""UNKNOWN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""SANTA FE""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,17,0,afternoon,41.96,-87.75,41.96_-87.75,0,0,,,,Other
STRAIGHT AND LEVEL,1421,2025-09-19 22:26:00,6,22,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.9124292858,"darkness, lighted road",-87.6971962528,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,NOT APPLICABLE,N,1704,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""SIDE-LEFT-FRONT"", ""SIDE-RIGHT-FRONT""]","[""DODGE"", ""UNKNOWN""]","[""MERGING"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""RAM 1500 PU""]",[],"[""19""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,22,0,evening,41.91,-87.7,41.91_-87.7,0,0,19.0,19.0,19.0,Other
STRAIGHT AND LEVEL,2521,2025-09-21 08:45:00,1,8,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9334788916,daylight,-87.7457906796,NO INDICATION OF INJURY,2,25,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,4738,no controls,ONE-WAY,clear,,,,,,4,0,"[""SIDE-LEFT"", ""UNKNOWN""]","[""LEXUS"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""RX330""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,8,1,morning,41.93,-87.75,41.93_-87.75,0,0,,,,Other
STRAIGHT AND LEVEL,1434,2025-09-23 12:01:00,3,12,9,no injury / drive away,"$501 - $1,500",,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9132755099,daylight,-87.6821679702,NO INDICATION OF INJURY,2,35,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,UNABLE TO DETERMINE,N,1756,,DIVIDED - W/MEDIAN (NOT RAISED),clear,,,,,,4,0,"[""FRONT-LEFT-CORNER"", ""UNKNOWN""]","[""NOVA BUS"", ""UNKNOWN""]","[""PARKED"", ""PASSING/OVERTAKING""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""RTS""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,12,0,morning,41.91,-87.68,41.91_-87.68,0,0,,,,Other
STRAIGHT AND LEVEL,223,2025-09-20 15:40:00,7,15,9,no injury / drive away,$500 OR LESS,FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.8023585012,daylight,-87.6064872794,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,E,798,traffic signal,FOUR WAY,clear,,,,,,4,1,"[""FRONT"", ""REAR""]","[""MITSUBISHI"", ""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""MIRAGE"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""30""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,20,15,1,afternoon,41.8,-87.61,41.8_-87.61,0,0,30.0,30.0,30.0,Other
STRAIGHT AND LEVEL,323,2025-09-21 04:40:00,1,4,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,TURNING,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.7654513146,"darkness, lighted road",-87.6151113491,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,,NOT APPLICABLE,S,7107,traffic signal,FOUR WAY,clear,,1.0,,,,3,2,"[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""HYUNDAI""]","[""PASSING/OVERTAKING"", ""TURNING RIGHT""]","[""ELANTRA"", ""SONATA""]",[],"[""39"", ""41""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,4,1,night,41.77,-87.62,41.77_-87.62,0,0,40.0,39.0,41.0,Other
STRAIGHT AND LEVEL,2524,2025-09-22 19:44:00,2,19,9,injury and / or tow due to crash,$500 OR LESS,NO CONTROLS,PEDESTRIAN,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,41.9244975454,darkness,-87.7348103096,NONINCAPACITATING INJURY,2,30,FAILING TO YIELD RIGHT-OF-WAY,NO DEFECTS,dry,FAILING TO YIELD RIGHT-OF-WAY,W,4316,no controls,NOT DIVIDED,clear,,,,,,2,1,"[""FRONT-RIGHT-CORNER""]","[""BMW""]","[""STRAIGHT AHEAD""]","[""325I""]",[],"[""56""]","[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]",2025,9,22,19,0,evening,41.92,-87.73,41.92_-87.73,0,0,56.0,56.0,56.0,Failure-to-Yield
STRAIGHT AND LEVEL,124,2025-09-22 10:04:00,2,10,9,injury and / or tow due to crash,"$501 - $1,500",FUNCTIONING PROPERLY,PEDESTRIAN,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,41.8673283915,daylight,-87.6422642382,NONINCAPACITATING INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,600,traffic signal,NOT DIVIDED,clear,,1.0,,,,2,1,"[""UNKNOWN""]","[""CHEVROLET""]","[""TURNING LEFT""]","[""EQUINOX""]",[],"[""74""]","[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]",2025,9,22,10,0,morning,41.87,-87.64,41.87_-87.64,0,0,74.0,74.0,74.0,Other
STRAIGHT AND LEVEL,1832,2025-09-20 21:30:00,7,21,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8955683487,"darkness, lighted road",-87.6282518615,NO INDICATION OF INJURY,2,10,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,1,no controls,PARKING LOT,clear,,,,,1.0,4,0,"[""REAR-RIGHT-CORNER"", ""UNKNOWN""]","[""AUDI"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""A3"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,21,1,evening,41.9,-87.63,41.9_-87.63,0,0,,,,Other
STRAIGHT AND LEVEL,312,2025-09-23 19:30:00,3,19,9,injury and / or tow due to crash,"OVER $1,500",,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.7801135699,,-87.616477731,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,,NOT APPLICABLE,E,359,traffic signal,FOUR WAY,,,,,,,4,2,"[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""LEXUS"", ""NISSAN""]","[""STRAIGHT AHEAD""]","[""IS"", ""ROGUE""]","[""Y""]","[""19"", ""23""]","[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,23,19,0,evening,41.78,-87.62,41.78_-87.62,0,0,21.0,19.0,23.0,Other
STRAIGHT AND LEVEL,1111,2025-09-20 03:00:00,7,3,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9009902105,"darkness, lighted road",-87.7264008187,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,wet,NOT APPLICABLE,N,1102,no controls,NOT DIVIDED,rain,,,,,,4,0,"[""REAR"", ""UNKNOWN""]","[""DODGE"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""CHALLENGER"", ""ENGINE""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,3,1,night,41.9,-87.73,41.9_-87.73,0,0,,,,Other
STRAIGHT AND LEVEL,1222,2025-09-21 14:00:00,1,14,9,no injury / drive away,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.881462153,daylight,-87.6865858716,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,N,10,no controls,NOT DIVIDED,clear,,1.0,,,,4,1,"[""SIDE-LEFT-REAR"", ""UNKNOWN""]","[""JEEP"", ""NISSAN""]","[""STRAIGHT AHEAD""]","[""GLADIATOR"", ""ROGUE""]",[],"[""57""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,21,14,1,afternoon,41.88,-87.69,41.88_-87.69,0,0,57.0,57.0,57.0,Other
